role,time_min,kills,deaths,assists,creeps,rank
1,22.961195189776593,3,4,14,135,B
1,27.304558525137637,2,6,12,144,C
1,26.6740841515126,3,4,9,110,C
2,20.256432990212115,6,8,3,149,B
2,24.711318691890025,8,8,4,225,A
1,29.64450460674653,11,1,14,187,S
3,34.95401028026179,4,1,7,265,A
0,24.27074955767903,14,0,6,191,S
3,37.05888406768587,7,7,3,359,A
4,23.130584268314824,2,5,20,7,C
2,39.36044344091478,7,1,2,360,S
0,34.90482972344883,11,2,8,287,S
0,28.97702731304006,8,3,3,240,A
4,27.721983776749685,2,2,26,5,B
4,30.163376126879264,3,8,17,37,D
1,27.405861328826354,9,5,12,188,B
2,21.55424836783451,11,3,8,197,S
2,26.29904123837519,4,8,5,204,B
3,28.550151151852994,7,5,3,273,A
1,28.693562966329402,3,5,9,180,B
1,25.3117519661472,10,0,12,106,S
1,30.71320123456224,11,6,14,209,B
1,22.125570231410716,2,7,6,122,C
2,29.21165101389333,5,1,5,238,A
2,29.83475886037979,8,7,3,280,A
1,30.58781242695067,10,6,6,201,B
3,32.577462888266105,5,2,5,233,A
0,24.619586210561273,3,2,2,208,A
0,28.321413408173726,7,3,4,253,A
3,27.591987128966647,6,7,5,268,A
1,32.306956812571485,6,3,7,214,B
2,30.98857224577032,11,3,5,243,A
0,34.4396629390329,12,5,3,250,B
4,28.542248928386684,2,7,28,25,C
4,20.986991273948426,3,4,11,20,D
3,26.200680480249,12,8,2,225,A
1,20.094248510444825,2,0,11,88,A
0,24.573415027692068,13,1,2,206,S
1,28.935443176792138,4,4,7,146,B
0,30.815312626010858,7,0,8,250,S
3,30.178835620185723,8,0,7,297,S
3,32.84220470051042,14,6,7,318,A
4,37.00858975357856,2,6,24,14,C
1,32.0337321724093,7,5,11,209,B
4,25.850300406820622,0,8,29,39,C
1,20.776258956236042,3,5,7,128,B
4,27.053822403394694,0,1,14,23,C
2,29.414118946318748,8,3,6,227,A
2,24.798978074472625,8,5,7,240,A
2,28.089821289038188,4,2,3,225,A
2,32.43014622276168,13,8,4,265,A
0,27.374058480079228,5,8,9,222,B
2,30.671088671071587,7,6,5,276,A
3,24.974507875812492,11,8,8,220,A
3,34.182543829718746,13,4,9,264,A
0,21.570724855855975,5,3,2,186,A
2,36.33586739148695,5,8,6,320,A
2,29.86683176104761,13,3,2,209,A
2,20.188397119448908,11,3,5,179,A
4,29.08428839530495,2,1,21,8,A
1,37.25928092950951,10,3,8,193,B
4,32.92093888193192,1,1,12,48,C
1,20.406821637643553,2,0,12,109,A
2,36.5885774086796,11,2,4,309,S
2,29.808981934719,4,0,3,230,S
4,37.9922497874463,1,8,25,1,D
4,25.67491019920912,3,7,24,30,C
1,20.685958026066235,3,1,14,140,A
3,30.43486451581829,10,6,5,301,A
1,24.4290178274649,2,3,4,138,B
4,34.76591020956615,2,3,24,31,B
4,25.95357517124744,2,7,22,33,D
0,32.37170298144231,12,8,4,235,B
4,38.46447493970457,3,0,26,3,S
0,26.192014901710003,7,1,8,201,S
3,37.7949798059076,10,4,7,373,S
1,32.26803693044342,5,6,10,131,C
1,24.894901592738545,8,3,8,168,A
0,28.16080923205633,7,3,6,273,A
1,36.08748828275401,10,6,13,220,B
4,22.265395061293717,0,7,21,34,D
2,31.678530783954827,12,0,9,228,S
0,29.574034411386645,4,1,8,287,S
1,31.082523267165485,8,6,9,193,B
0,37.337104260541324,11,6,2,275,B
0,38.915529944926945,3,4,9,339,A
2,20.92805772030251,11,2,8,193,S
4,24.381183461197665,0,4,10,14,D
0,33.11258824228635,14,4,7,313,S
1,31.68639463525418,4,2,9,156,B
3,31.619371732631848,4,5,3,303,A
0,29.99132926751866,5,8,9,214,B
0,37.19495611370134,8,7,6,314,A
2,37.736630789379184,5,4,4,304,A
4,22.018953632720812,0,7,27,9,C
3,30.028829473958215,3,3,5,222,B
1,26.296101178411366,5,1,12,177,A
3,31.851363655296538,11,8,2,247,B
1,38.290523076041126,10,1,9,240,A
4,36.195408077945245,2,6,13,9,D
1,35.32314203165556,9,5,5,219,B
2,32.718791534828675,9,5,7,318,A
2,25.866972533401793,7,6,8,212,A
2,27.663289371182515,12,6,9,268,A
2,37.44322303939013,10,5,7,349,A
3,22.07025894012262,7,8,2,216,A
4,38.24509122202311,0,9,18,41,D
1,31.389530293260215,9,1,14,126,A
1,28.847874814963873,11,0,14,144,S
2,29.468698671880976,5,5,8,220,B
2,35.073610310859806,4,7,7,340,A
0,22.395199328643944,4,7,4,212,A
4,21.120046178780004,2,9,10,34,D
3,37.06791467073883,3,1,7,359,S
1,26.413255094728644,2,3,11,109,C
0,34.407464254644054,11,5,2,310,A
0,20.008030880506798,10,5,6,151,A
1,27.724727905981794,11,4,13,191,A
3,32.831593624867885,9,1,2,259,A
0,21.891126895487766,3,0,8,196,S
0,21.009111412402476,13,0,6,160,S
4,30.081401594968487,0,7,26,57,C
3,36.8492821367115,7,7,9,318,A
0,21.285054459092223,3,2,2,190,A
3,26.98104848923103,4,1,2,199,A
1,28.606328560847817,5,4,4,171,B
2,21.439616369266435,4,2,4,169,A
0,35.785813093542096,4,4,7,297,A
4,35.41383941520468,2,6,29,4,C
1,39.78699028084078,7,7,5,211,C
3,38.978324363774306,8,0,7,329,S
1,34.05732888100203,4,2,9,158,B
0,34.7630150968338,13,8,4,341,A
3,30.36985949884481,7,6,5,237,B
2,33.08471559890636,13,3,5,313,S
1,26.996067090231588,2,4,14,129,C
0,29.099015536839993,8,4,4,271,A
4,31.13364105363507,1,0,12,30,A
3,30.889226642983374,12,8,5,279,A
1,23.521652660634324,11,5,10,155,B
1,34.08987272823369,2,3,7,176,B
2,23.890959393998227,10,5,6,202,A
2,31.58259608070098,13,1,3,281,S
4,21.989924523612764,1,8,26,3,D
4,30.546217912847865,3,2,16,5,C
0,28.619661256945168,10,5,3,272,A
0,31.59532914868546,4,0,7,313,S
4,25.725180707663664,3,6,25,41,C
4,30.731563800572406,3,4,20,49,C
3,22.571591570233384,12,5,4,174,A
2,21.31201529890059,14,6,7,175,A
0,27.272228983801277,6,3,4,270,A
2,23.514304916736517,3,6,3,195,B
2,27.115862556419863,3,4,4,229,A
4,30.86811704396528,3,2,26,5,A
3,34.28238281849832,10,4,5,280,A
1,28.31549601979303,4,4,7,158,B
3,34.68455602372167,12,7,8,272,A
3,29.20205253115376,7,0,4,250,S
2,37.21621725373475,11,0,5,274,S
3,32.785257663627256,6,0,7,303,S
0,39.11278923446844,5,6,6,363,A
2,23.36422184867083,7,4,3,194,A
0,25.357471656348814,10,8,6,253,A
1,32.15525537486849,2,3,9,153,C
2,29.589099562995315,3,8,4,239,B
1,27.46889182290871,7,0,10,178,S
2,33.9634772142981,3,4,7,269,A
4,20.400919990651293,3,0,22,34,S
3,22.80330866765461,11,2,4,183,A
4,22.764911312681143,3,2,22,18,B
1,33.573201876537944,2,7,8,230,B
3,37.67524030916064,9,7,8,308,A
2,26.736954028943053,14,1,9,193,S
3,21.451495960894217,7,0,5,211,S
0,28.097197792362888,6,1,6,207,A
3,22.595659314452227,4,0,5,175,S
0,37.674667776627736,3,0,9,358,S
3,39.9096722146644,9,7,8,371,A
0,29.766192856516902,6,0,3,278,S
1,26.49217596193889,11,0,13,150,S
4,34.572303135855535,1,2,11,40,D
2,30.95232201307494,4,6,9,224,B
3,22.38543344079487,8,0,9,189,S
4,20.732593951976387,3,3,17,16,C
2,27.87363771981226,11,0,3,259,S
2,28.358149675908187,11,5,2,264,A
0,25.051720133694484,6,2,8,246,S
1,28.17854471513344,5,7,11,157,B
1,25.104648686885668,10,0,14,138,S
4,30.571684028748848,1,7,23,40,D
1,22.267741911051452,2,6,10,115,C
3,26.840453284959633,10,8,7,246,A
1,21.881196404571774,5,3,11,97,B
4,34.92627625138154,3,3,20,64,C
1,34.109933038692475,4,4,9,136,C
3,22.40318517471244,3,8,6,184,B
0,34.613580230567806,13,0,2,288,S
4,38.87991813421223,0,1,26,9,A
0,39.80445069230148,10,2,3,397,S
0,25.621477708902262,10,2,3,239,S
0,26.250873044734444,4,8,8,198,B
2,32.495907974374504,8,8,8,286,A
2,25.916454371637265,11,5,7,200,A
0,28.968156820318658,14,0,6,287,S
4,28.760673133952935,3,7,14,5,D
3,34.59033857146244,3,8,7,309,A
3,37.7937482514333,11,1,3,277,S
1,31.537665499538917,2,7,5,210,B
4,36.757465402387254,2,6,16,24,D
2,32.46628867518115,9,5,3,271,A
0,26.6538035938534,4,6,9,203,B
1,35.119316978624965,2,6,9,161,C
3,26.391788525199967,4,7,3,196,B
2,21.4649120821478,10,0,2,162,S
2,22.20344240507266,11,6,8,196,A
0,35.55755411073754,3,8,7,278,B
3,32.85604100324165,4,4,8,305,A
4,23.492218339645238,2,7,20,46,D
2,30.25210106043176,12,0,6,238,S
0,25.33798576197544,10,2,4,217,A
4,32.29806029133872,3,2,16,17,C
3,23.38792999263157,14,5,9,222,A
2,21.447145154826533,11,2,4,188,S
4,38.71988358003556,0,2,22,53,B
4,26.879592726327402,3,0,14,40,S
4,32.894399547636354,1,7,13,52,D
2,26.804324769106692,8,3,7,230,A
2,36.81570143878229,7,6,5,288,B
1,31.637305330094158,6,6,14,192,B
3,22.842817071958354,5,1,5,223,S
0,20.106979773884458,8,1,9,144,S
4,28.431084964360686,0,6,28,30,C
1,30.54912927443464,5,2,11,157,B
0,26.831392658885502,8,4,6,229,A
1,34.539558390568615,9,5,11,200,B
2,23.278634419064055,12,7,4,195,A
4,31.988610840552433,0,3,21,0,C
0,38.42838669752655,6,8,5,348,A
0,22.563761456209235,14,5,2,196,A
0,33.39367944926545,11,1,7,289,S
0,20.290682705319814,10,6,4,185,A
0,33.18846493699833,3,1,9,310,S
1,36.80800662978681,8,5,9,225,B
4,24.978870495937457,3,4,12,1,D
2,26.82095745661247,9,2,6,229,A
2,29.110033904384405,10,3,2,259,A
2,25.736314944140624,9,6,4,245,A
2,30.00595748787984,7,0,4,259,S
1,24.38640802422764,5,1,6,165,A
3,24.0682600439663,14,5,7,180,A
4,24.671608684447186,1,0,25,39,S
0,29.077372399918723,12,4,6,289,S
3,24.952341743494372,4,2,3,191,A
2,21.130313815935146,14,1,2,177,S
3,27.25019462644247,13,1,2,244,S
4,21.407362158120588,2,1,26,23,A
0,34.305341650184886,8,4,4,328,A
0,38.88189571860729,14,8,5,283,B
4,24.00938095532718,1,3,15,25,C
4,33.237567760893825,2,4,26,31,C
2,28.222978646802773,5,2,4,236,A
0,36.41471681631461,5,5,9,258,B
3,38.25574770773051,11,8,8,358,A
1,25.915056692406587,6,1,13,135,A
1,24.62697426400301,10,2,14,128,A
4,25.797613590677194,1,7,21,20,D
2,27.492984380296576,14,1,3,273,S
1,25.955083073444886,3,7,14,162,B
0,26.575485749851815,3,1,8,229,A
4,33.07555845912313,3,5,13,25,D
3,28.319792159504832,12,0,9,273,S
4,22.093212678157926,1,2,25,16,B
3,38.89934127280152,7,0,2,304,S
4,21.50404057525605,0,5,12,36,D
4,34.121162292760616,0,4,29,27,B
4,26.49108219461852,2,6,22,25,C
3,20.893224327577975,10,8,8,170,B
3,29.844323665749336,13,7,7,274,A
4,28.64426375170047,2,0,26,14,S
1,33.61166185837534,8,4,14,199,B
2,22.161549873327765,9,5,5,176,A
2,26.282196381787415,5,0,3,252,S
2,35.45045183525089,3,3,7,325,A
3,26.482703476655928,14,7,8,206,A
3,22.43778424160718,8,7,8,194,A
1,32.95644609648871,10,0,4,169,S
2,22.817372079017225,14,6,4,178,A
2,39.0042241173086,9,7,7,377,A
4,30.596181141401082,1,6,20,2,D
3,37.57762291825704,10,3,8,315,A
2,31.966121513920378,7,6,6,289,A
1,32.0826125771307,4,1,8,222,A
1,32.740951070072555,4,2,13,181,B
2,23.074986242058362,11,8,6,162,B
3,25.41043560343693,8,4,6,235,A
1,28.9442748158757,5,7,13,143,C
4,36.77942193348136,0,5,17,61,D
1,33.0955150256852,7,4,14,163,B
0,22.33608215467904,4,2,9,173,A
0,25.84782047695481,4,3,2,236,A
3,33.745660088262554,3,7,2,277,B
2,21.24895062395015,6,1,9,191,S
3,21.12966848006964,6,0,6,173,S
3,30.44252986864354,9,7,3,286,A
3,25.440051474619793,14,4,3,216,A
3,36.83617418057638,6,8,5,340,A
4,24.271346006723846,3,7,16,39,D
4,27.069549502567575,1,2,19,42,B
1,37.48829108392957,6,5,6,180,C
0,37.102188439948804,12,6,2,310,A
3,38.84315834059987,12,2,5,358,S
1,36.1158573191647,4,0,11,221,S
0,28.78082977642296,5,8,2,284,A
2,33.86338720507692,14,0,4,271,S
4,24.689680135663398,0,5,16,31,D
0,25.14237007997389,13,4,6,187,A
2,20.19693650024022,9,0,9,168,S
0,31.41329157961578,4,1,2,288,A
4,33.71752550172929,2,8,11,49,D
4,30.65752869393495,1,8,26,47,D
1,34.77602766536379,10,7,7,208,B
3,39.012127431597456,8,3,7,374,S
0,28.866406415453973,8,7,6,281,A
0,28.18450960383592,14,0,5,266,S
2,39.76524230286374,11,7,4,373,A
4,32.08761438165617,2,8,13,47,D
0,35.40823574137288,12,5,4,249,B
4,29.654567749535666,3,2,11,43,C
0,24.843668911875355,8,8,9,195,B
1,32.5781028984723,8,0,7,158,S
3,20.004858688690256,13,8,6,141,B
0,30.403658714647875,14,1,7,301,S
4,27.47211319068118,3,5,14,17,D
1,32.31452106890345,7,2,13,214,A
0,28.309867933918287,5,5,7,278,A
2,20.444056259757005,13,7,4,162,A
3,25.045056677103407,5,1,6,190,A
0,37.91305839166354,10,2,5,322,A
1,37.398591247939876,7,2,14,257,A
2,22.533117456943877,3,8,2,183,B
1,27.2637824743245,8,6,6,117,C
1,39.73393592160848,2,3,5,182,C
2,24.80624620593349,9,8,7,246,A
1,23.960618932621873,6,7,12,158,B
2,25.894296937129376,13,2,6,258,S
0,25.77619939908179,3,7,8,196,B
2,26.69636689426902,14,5,2,242,A
2,22.405019731414693,12,0,7,178,S
3,33.546079185962824,10,5,4,275,A
2,38.73898507817391,12,4,3,300,A
2,22.540671519464635,11,1,8,168,S
0,23.480208960322486,10,4,6,203,A
3,27.589227611869298,6,2,3,274,S
4,34.53208874663738,0,9,11,6,D
0,37.95591612784052,3,2,2,306,A
0,22.516046726921026,8,5,5,171,B
4,29.037380893045558,0,4,14,5,D
2,20.98305257449421,5,0,3,189,S
1,20.488537658812664,7,6,8,104,C
3,33.35612439973234,5,2,5,312,A
1,36.060120609180025,3,1,7,170,B
4,39.92177454529025,3,7,26,78,C
0,32.27415939087494,7,7,7,243,B
0,35.16807346068406,14,2,8,309,S
3,32.096035236879274,7,8,8,230,B
0,36.309755311602714,13,6,6,318,A
0,30.41310707468223,12,2,9,251,S
3,27.961743564724618,3,1,6,214,A
3,20.502794515126283,5,6,7,179,A
4,36.94593491070988,3,9,19,5,D
0,30.20785442697413,12,3,3,282,S
0,21.86595710953487,7,2,6,195,A
4,20.566749007667692,0,6,19,10,D
2,34.17353439931014,7,0,5,317,S
2,39.86308207180321,5,2,8,336,A
2,25.413492119305786,12,1,4,208,S
4,25.973443147750995,2,8,21,3,D
0,22.1079386965828,11,7,9,190,A
4,34.23364118710172,0,2,25,48,B
4,31.17244673732379,3,6,24,46,C
2,32.38890147636307,7,1,6,271,S
1,38.81931575685587,2,1,8,246,B
0,36.43155383521676,14,6,3,360,A
2,35.059723860783706,8,7,8,255,B
1,28.726028476660353,5,0,13,162,S
1,23.9462794115212,7,2,14,159,A
3,29.409466393543134,13,8,2,277,A
0,22.652079814936222,6,5,6,193,A
1,35.272209592283176,7,0,4,206,S
2,22.26199478847645,3,3,8,182,A
3,34.87088539274589,5,1,7,274,A
0,25.546935234492587,10,2,8,211,S
4,30.298550177213443,0,7,28,4,C
2,36.593373605301906,14,5,5,333,A
1,25.829682736850728,4,5,10,162,B
1,39.39113750446371,4,3,6,250,B
2,34.082087215432736,8,7,4,266,B
1,36.14421992850835,6,4,9,245,B
3,31.66665819977035,12,6,6,241,A
0,20.074393216361184,7,1,8,140,A
3,30.4658492577799,6,2,5,245,A
1,29.04365878720216,11,3,11,165,B
4,35.2140961208779,2,4,29,17,B
0,24.5612363380004,8,3,9,180,A
0,39.71716880821875,3,5,4,283,B
2,25.32491398788007,10,2,5,178,A
2,32.81420449454443,13,4,6,294,A
4,28.32434062064629,0,0,23,55,S
0,26.194563674550636,3,1,8,253,S
4,32.72437657338689,2,6,22,61,C
2,22.832227012357986,11,2,9,225,S
2,26.599497905805528,9,7,2,228,A
0,32.77452364498439,7,4,8,259,A
3,32.22714026196765,5,5,8,246,B
1,25.63873768683517,5,4,11,158,B
2,33.54212732392557,8,0,3,300,S
2,39.12442347287255,8,8,9,383,A
3,34.41172838741275,14,4,8,319,S
3,20.360758190092888,12,3,5,191,S
4,37.972330818869416,0,0,29,25,S
4,28.530913972201517,0,6,10,18,D
1,28.4898566535307,7,7,13,170,B
1,33.817070086796264,7,4,4,195,B
0,38.31886007908105,3,4,4,343,A
4,34.25202814596786,1,6,14,10,D
2,28.279353969681083,7,1,4,236,S
4,36.92387732308747,2,6,14,31,D
2,30.74833877199614,10,8,4,287,A
3,33.60092112748539,10,8,8,244,B
4,27.800321214951214,2,8,14,30,D
3,26.477911051607585,6,4,5,243,A
1,33.23386603383007,5,4,9,213,B
1,33.18311089200269,8,3,9,213,B
0,36.05129068697248,9,0,6,270,S
4,39.856616508893936,3,9,13,61,D
3,36.564255157731886,7,3,8,361,S
2,33.67686061290723,6,6,6,328,A
1,37.998190867093435,10,3,12,196,B
1,25.73733749965588,3,5,6,180,B
2,25.360230010391945,7,1,5,203,A
3,21.230860682696736,12,1,4,168,S
3,22.11831379257547,3,0,8,163,S
4,35.51953699630484,0,4,24,47,C
4,36.94710107818734,2,5,13,44,D
0,33.10906912987129,13,4,2,266,A
1,30.410410672830288,4,6,13,166,B
4,35.0561798902202,1,9,17,31,D
3,28.160401825701623,13,8,9,251,A
2,37.54978483462976,9,4,6,374,S
3,22.12184099895904,10,5,5,205,A
1,30.229620935767663,6,4,4,197,B
3,31.647149101279318,5,2,3,223,B
0,32.08977964516919,11,6,9,290,A
1,33.48439264894794,7,4,4,188,B
2,39.568887843071394,5,2,4,331,A
0,32.13024450646438,12,7,6,265,A
1,30.932512918864923,10,0,4,165,S
2,28.802415419698725,9,0,5,236,S
0,33.023539214872365,14,2,3,253,A
0,31.677165346160308,4,8,6,267,B
1,37.93988156371348,11,7,13,251,B
4,28.67447405662842,1,2,29,53,A
0,39.22041871530426,5,5,6,295,B
0,25.044462684612377,5,3,8,191,A
2,21.20146336709965,12,2,5,157,A
3,27.97682823893941,9,3,6,263,A
1,23.52388812328495,2,5,5,135,B
1,26.31307253964648,7,6,8,153,B
4,30.475169931056996,1,7,10,16,D
4,20.241398706012358,1,5,26,15,C
1,21.263210563282787,9,3,6,114,B
4,26.9970047218171,1,5,10,14,D
2,30.088420794304263,13,5,7,229,A
1,32.75405702083857,3,1,8,203,A
4,36.9312233992257,2,0,21,51,S
1,37.666994020442075,10,3,4,227,B
3,34.01517334879432,14,0,7,326,S
0,34.4884468053863,11,0,5,263,S
1,33.14637650312545,9,1,11,177,A
0,27.71718893672218,9,1,2,204,A
4,28.52230557661559,2,2,23,24,B
0,21.078651656817424,5,8,5,195,A
1,29.614469129379465,10,6,6,172,B
3,23.929653048058373,8,0,7,227,S
4,27.22532776811979,2,3,15,17,C
1,24.197856846099945,8,6,8,155,B
4,25.064149632847148,3,9,20,40,D
2,35.839220289334314,7,8,2,348,A
0,36.92870352614614,13,5,7,304,A
2,38.95465608012611,7,4,2,305,A
1,35.431777289356276,11,5,7,175,B
3,23.271100768276362,5,7,8,197,A
4,34.64475828184575,0,2,14,66,C
0,30.18445076654156,12,3,5,247,A
4,22.739332690884716,2,1,10,7,C
1,35.28648000413408,9,5,10,246,B
4,33.733008467080744,3,3,23,51,B
0,20.810183458826437,14,6,9,151,A
1,20.73040758762748,2,0,7,119,A
4,27.144839363402724,3,2,16,4,C
3,39.856079563720286,10,7,8,384,A
1,26.036693217857902,7,7,4,149,B
1,21.231133551999985,9,2,9,117,B
3,38.87130434313954,9,6,6,340,A
2,38.40393972148548,3,8,5,303,B
0,31.196495777655798,11,1,9,230,S
2,23.708236356543484,12,1,7,197,S
4,20.897620329454362,0,0,22,1,S
3,33.796421426575236,14,7,8,279,A
2,32.15915405367218,11,6,4,303,A
1,37.22017642616027,7,3,14,226,B
4,28.35998433840703,2,6,27,52,C
4,22.679497334995624,2,1,14,41,B
2,31.20343791134717,13,0,6,259,S
2,20.68351178082175,14,7,7,148,B
3,28.576780305947814,6,7,9,223,B
0,36.635706003703184,10,6,5,271,B
2,26.441611506325316,3,6,6,259,A
2,27.301673465688015,13,3,5,220,A
1,30.629718546090096,9,3,12,136,B
4,28.562467356367492,2,7,23,45,D
0,20.390451413959884,3,8,6,193,A
1,28.875671585646714,4,3,12,118,C
3,32.30429793193828,11,5,4,283,A
3,31.872210888928286,8,8,8,257,B
2,22.165787129658337,6,6,3,162,B
2,24.1209712042578,4,3,9,173,B
3,33.73173004228866,3,1,5,282,A
2,27.801321314952567,5,5,8,219,B
0,37.2787161491991,8,4,8,371,A
2,31.137611802959313,3,6,9,289,A
4,35.46948035645536,0,3,11,45,D
2,37.02968898627988,4,6,7,288,B
1,30.390037095299622,10,2,13,208,A
0,35.50321857057874,3,4,2,326,A
1,31.42679056906154,8,0,7,181,S
1,25.499583839472805,5,0,12,155,S
4,32.9079734862497,0,6,17,21,D
0,35.09745057817121,11,7,9,293,A
0,32.23808169534648,14,2,5,292,S
0,30.25165253694273,5,0,6,230,S
0,26.80769675355098,9,4,6,251,A
0,27.478557394135677,6,4,3,235,A
4,34.49820543672169,0,1,15,23,B
2,26.023180395708906,6,8,4,191,B
1,35.21359522441932,9,5,4,149,C
0,21.045527445444115,13,5,4,186,A
2,31.972743576597225,5,6,3,249,B
2,37.43091361416253,9,3,5,273,A
1,37.45148038595289,3,3,11,162,C
4,39.93981005625102,0,6,27,22,C
3,24.88467400728157,5,8,6,208,B
3,34.3911682653087,8,0,7,316,S
2,24.234335569239313,10,4,7,200,A
1,28.341064074058412,10,2,9,147,B
3,31.426400308662053,6,1,9,297,S
2,30.94255285137801,4,5,7,309,A
4,25.852177880792908,0,1,15,36,B
3,25.912766635592725,5,6,8,247,A
2,35.49766864505898,14,7,8,336,A
2,25.522372648869162,14,8,8,246,A
0,35.033595340628466,7,5,4,284,A
4,34.81559734321345,3,6,24,50,C
0,24.090086773855916,9,5,9,226,A
1,34.95486851855222,11,4,8,205,B
0,37.08032667337573,14,2,6,301,S
0,20.69432304367789,7,5,3,188,A
3,30.264399516556374,11,3,5,294,S
2,36.28601967343175,8,3,3,316,A
4,35.840062522603915,2,6,19,13,D
0,27.01844189931359,10,0,6,254,S
4,24.45298470453571,0,6,27,25,C
0,30.800583845213755,5,0,4,259,S
1,32.05615064533519,4,2,11,181,B
0,25.011631531883857,3,6,6,247,A
3,37.86002724792994,13,7,8,372,A
2,24.89232548104532,7,6,7,194,B
1,35.53213679592781,2,2,13,192,B
0,35.8659615339747,13,1,9,294,S
4,23.967450796954026,0,9,27,8,D
1,32.65867760942089,9,6,12,136,C
1,36.682704768207685,8,0,13,201,S
0,22.695715698348764,3,3,6,180,A
1,33.12222300956334,6,0,4,156,A
4,31.13850204780413,1,1,23,47,A
1,27.371249380554275,4,4,13,179,B
4,23.443885348515085,0,4,13,12,D
0,37.10816324208576,14,0,6,326,S
2,30.92099863765532,5,7,6,216,B
1,28.586455314083906,10,5,13,172,B
2,34.04194376758982,10,2,6,238,A
4,39.078416076934445,0,3,13,43,D
1,36.86355841305681,10,5,9,157,C
3,34.77556057837195,6,2,7,302,A
2,38.912593554979935,9,3,7,374,S
1,30.244220336205693,2,4,5,184,B
2,38.53613418220081,5,5,6,333,A
1,35.923718968677406,4,2,14,179,B
0,30.73736435941204,5,5,9,287,A
2,32.69069866732215,12,2,5,281,S
3,25.327552828600478,8,2,4,207,A
3,37.806051142270405,14,8,2,318,A
4,22.45166313014366,3,6,25,2,C
1,35.95034813391772,9,5,7,154,C
2,29.924389589798487,7,1,6,284,S
4,30.269959226837145,3,4,23,55,C
2,29.783930359612313,7,4,7,235,A
1,20.84668985036607,8,6,6,130,B
3,27.1387459589627,13,8,9,200,B
0,29.07507520500707,13,2,3,258,S
3,36.21441345890349,5,4,6,269,B
4,25.783565077128863,1,7,14,39,D
0,24.49811941103645,7,7,2,243,A
4,32.89344572144569,0,3,15,58,D
1,30.267612925605878,6,7,12,205,B
0,36.8184768754692,6,7,3,326,A
4,35.90433173060765,0,1,10,40,C
1,38.974098364783615,10,4,9,249,B
3,38.8685621453057,6,0,5,364,S
1,25.17299724318601,9,7,8,114,C
2,35.312096365155845,4,5,2,289,B
1,25.374014715085366,6,5,14,143,B
1,38.08382415104856,9,4,14,244,B
2,27.397772512962497,13,3,3,242,A
4,29.97745642307762,0,1,12,10,C
4,38.84601875802413,1,2,16,13,C
1,38.09210506225739,2,2,14,234,B
2,27.729874457278274,7,4,7,219,A
2,29.219391844250794,6,7,6,282,A
3,29.442334884664817,5,3,9,282,A
4,33.02395424190693,3,2,25,37,B
0,24.568179231348772,9,0,3,177,S
4,35.76237879890438,3,5,17,52,D
4,23.772410380852623,2,2,15,33,C
3,21.000716728695135,14,2,3,180,S
0,36.11161652882467,12,6,9,346,A
3,21.59712849164513,14,7,8,167,A
0,33.90637899248769,13,1,6,267,S
1,20.237426933387187,10,6,10,103,B
0,30.697455115175103,6,6,9,289,A
3,33.2960008773417,4,6,6,327,A
4,39.97234638328769,2,8,16,0,D
0,20.185050448718048,3,3,9,173,A
0,27.914737267334374,5,2,5,196,A
2,26.24256553756212,3,5,7,201,B
4,30.69601953838336,0,6,15,5,D
1,34.03427268132191,5,0,4,147,A
3,29.356048240746784,5,1,9,217,A
1,36.68250866494492,8,4,11,207,B
4,31.659969594366313,0,8,25,27,D
0,36.57334287067188,4,6,4,332,A
0,25.812859386130622,3,5,6,234,A
4,23.292544931308303,1,5,11,33,D
0,21.390175428971723,6,8,9,195,A
0,26.463881306486723,6,8,5,255,A
0,25.66033931767539,13,7,5,185,B
3,33.46408492031619,7,0,2,268,S
3,33.673990914492414,7,3,2,280,A
2,29.152912320670804,3,8,7,285,A
1,38.18530086910681,8,7,9,235,B
4,22.41999535024133,0,6,15,26,D
4,32.91022970957398,2,2,10,18,C
4,22.119118226880953,2,2,19,0,B
2,35.05963234592234,8,6,8,246,B
3,23.72633553037067,7,7,5,201,A
2,20.867943571571217,7,5,5,186,A
4,29.2854473864868,2,5,11,4,D
1,29.29449606161343,9,4,14,181,B
0,31.13688826269125,14,0,6,306,S
3,23.58890475161706,4,0,7,206,S
3,21.232837668736472,13,1,8,201,S
2,24.374806462081864,6,1,2,186,A
3,25.08355428611315,14,6,9,226,A
4,21.49491807272631,3,1,14,15,B
4,34.5885218796543,1,3,22,15,C
2,24.513893487808605,3,2,4,218,A
4,35.48954838551967,2,2,28,14,A
1,25.805890313978292,3,3,8,114,C
2,20.668759711221952,12,7,4,151,B
1,38.92528986006164,3,1,5,184,B
0,32.85063670678733,6,4,3,287,A
1,36.65558142046589,9,0,8,219,S
0,34.198100915592164,12,0,3,330,S
0,29.923518522022306,13,1,2,218,S
1,21.230114729172772,7,5,13,130,B
2,34.856430031697315,12,2,3,343,S
4,28.10807921701848,2,8,20,7,D
4,38.87577778415916,1,7,13,27,D
0,35.820081481308144,12,1,9,274,S
0,34.537271320356126,8,6,7,336,A
2,21.288102320300865,12,7,4,174,A
3,20.383458214997965,9,7,6,156,B
1,29.804439493074817,10,4,5,121,C
0,24.876854599322108,9,7,2,209,A
4,28.084400877864326,2,0,11,48,A
2,33.757972909581504,8,8,9,255,B
1,28.843122762256236,4,7,12,179,B
